Script started on 2021-04-20 23:25:16-0400
]0;osboxes@ubuntu: ~/comp3080/Assignment5[01;32mosboxes@ubuntu[00m:[01;34m~/comp3080/Assignment5[00m$ exit./a5 bf 512 proj5_data[2Pff 1[C[C[C[C[C[C[C[C[C[C[C
MANAGEMENT POLICY = First Fit	POOL SIZE = 1024 KB

TOTAL ALLOCATIONS: 495

Seq #  Type   Size/Rq  Free Total  Free Elems   LargestChunk
1	alloc	99744	 1024		1	1024
2	alloc	111776	 1024		1	1024
3	alloc	64864	 1024		1	1024
4	alloc	91552	 1024		1	1024
5	free	111776	 1024		1	1024
6	free	91552	 1024		1	1024
7	alloc	5600	 1024		1	1024
8	alloc	110304	 1024		1	1024
9	alloc	78688	 1024		1	1024
10	alloc	8032	 1024		1	1024
11	alloc	27872	 1024		1	1024
12	alloc	72992	 1024		1	1024
13	alloc	4960	 1024		1	1024
14	alloc	58400	 1024		1	1024
15	alloc	84640	 1024		1	1024
16	free	78688	 1024		1	1024
17	alloc	25760	 1024		1	1024
18	free	5600	 1024		1	1024
19	free	64864	 1024		1	1024
20	alloc	6496	 1024		1	1024
21	alloc	118240	 1024		1	1024
22	free	27872	 1024		1	1024
23	alloc	44448	 1024		1	1024
24	free	8032	 1024		1	1024
25	alloc	113440	 1024		1	1024
26	free	99744	 1024		1	1024
27	free	118240	 1024		1	1024
28	free	6496	 1024		1	1024
29	free	84640	 1024		1	1024
30	alloc	115040	 1024		1	1024
31	free	25760	 1024		1	1024
32	alloc	55072	 1024		1	1024
33	free	4960	 1024		1	1024
34	free	44448	 1024		1	1024
35	free	55072	 1024		1	1024
36	alloc	57312	 1024		1	1024
37	alloc	101408	 1024		1	1024
38	free	110304	 1024		1	1024
39	free	72992	 1024		1	1024
40	free	58400	 1024		1	1024
41	alloc	71328	 1024		1	1024
42	alloc	26144	 1024		1	1024
43	alloc	55968	 1024		1	1024
44	alloc	17824	 1024		1	1024
45	free	26144	 1024		1	1024
46	free	57312	 1024		1	1024
47	alloc	49120	 1024		1	1024
48	free	71328	 1024		1	1024
49	alloc	87200	 1024		1	1024
50	alloc	16928	 1024		1	1024
51	alloc	10848	 1024		1	1024
52	free	16928	 1024		1	1024
53	free	87200	 1024		1	1024
54	alloc	110112	 1024		1	1024
55	free	113440	 1024		1	1024
56	alloc	36640	 1024		1	1024
57	free	110112	 1024		1	1024
58	alloc	90592	 1024		1	1024
59	alloc	32	 992		1	992
60	free	115040	 992		1	992
61	alloc	57312	 992		1	992
62	alloc	113952	 992		1	992
63	free	101408	 992		1	992
64	alloc	88160	 992		1	992
65	free	55968	 992		1	992
66	free	10848	 992		1	992
67	alloc	35424	 992		1	992
68	alloc	7584	 992		1	992
69	free	49120	 992		1	992
70	free	7584	 992		1	992
71	alloc	60960	 992		1	992
72	alloc	36704	 992		1	992
73	free	90592	 992		1	992
74	free	17824	 992		1	992
75	alloc	44512	 992		1	992
76	alloc	34656	 992		1	992
77	free	32	 1024		1	1024
78	alloc	85024	 1024		1	1024
79	free	36640	 1024		1	1024
80	alloc	42080	 1024		1	1024
81	alloc	39520	 1024		1	1024
82	alloc	79840	 1024		1	1024
83	free	42080	 1024		1	1024
84	free	57312	 1024		1	1024
85	alloc	79840	 1024		1	1024
86	alloc	110816	 1024		1	1024
87	alloc	61664	 1024		1	1024
88	alloc	51808	 1024		1	1024
89	alloc	53152	 1024		1	1024
90	free	35424	 1024		1	1024
91	free	113952	 1024		1	1024
92	free	85024	 1024		1	1024
93	free	88160	 1024		1	1024
94	free	44512	 1024		1	1024
95	free	36704	 1024		1	1024
96	free	34656	 1024		1	1024
97	free	39520	 1024		1	1024
98	alloc	40736	 1024		1	1024
99	alloc	108192	 1024		1	1024
100	free	60960	 1024		1	1024
101	free	79840	 1024		1	1024
102	alloc	43552	 1024		1	1024
103	alloc	95840	 1024		1	1024
104	free	40736	 1024		1	1024
105	free	53152	 1024		1	1024
106	free	95840	 1024		1	1024
107	alloc	10464	 1024		1	1024
108	alloc	51552	 1024		1	1024
109	free	110816	 1024		1	1024
110	free	51552	 1024		1	1024
111	alloc	31200	 1024		1	1024
112	free	79840	 1024		1	1024
113	free	51808	 1024		1	1024
114	alloc	63648	 1024		1	1024
115	free	61664	 1024		1	1024
116	free	108192	 1024		1	1024
117	alloc	96480	 1024		1	1024
118	alloc	44832	 1024		1	1024
119	alloc	24864	 1024		1	1024
120	free	24864	 1024		1	1024
121	alloc	80224	 1024		1	1024
122	alloc	91680	 1024		1	1024
123	free	10464	 1024		1	1024
124	alloc	94752	 1024		1	1024
125	alloc	113376	 1024		1	1024
126	alloc	82272	 1024		1	1024
127	free	43552	 1024		1	1024
128	free	31200	 1024		1	1024
129	alloc	124832	 1024		1	1024
130	alloc	45664	 1024		1	1024
131	free	63648	 1024		1	1024
132	alloc	94432	 1024		1	1024
133	free	82272	 1024		1	1024
134	free	94752	 1024		1	1024
135	free	91680	 1024		1	1024
136	alloc	44192	 1024		1	1024
137	free	94432	 1024		1	1024
138	alloc	93856	 1024		1	1024
139	alloc	124064	 1024		1	1024
140	free	44192	 1024		1	1024
141	free	44832	 1024		1	1024
142	free	80224	 1024		1	1024
143	alloc	24288	 1024		1	1024
144	free	96480	 1024		1	1024
145	free	124064	 1024		1	1024
146	free	113376	 1024		1	1024
147	alloc	84000	 1024		1	1024
148	alloc	62688	 1024		1	1024
149	free	84000	 1024		1	1024
150	free	124832	 1024		1	1024
151	alloc	123104	 1024		1	1024
152	alloc	84384	 1024		1	1024
153	alloc	67936	 1024		1	1024
154	alloc	67872	 1024		1	1024
155	free	62688	 1024		1	1024
